entity,acu_dbu,user,order_number,original_order,trade_id,deal,trade_date,verification_date,fx_type,fx_trade,currency_pair,buy_currency,amount_buy,sell_currency,amount_sell,bp_id,bp_key,sg,domicile,bank,sector_user_id,sector_description,execution_country,order_country,business_date,id,dml_allowed,in_use,test_col1,test_col2,test_col3
,,,19019594,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: SGD 4,079.17 (USD/SGD 1.35870000)",USD/SGD,USD,3302.49,SGD,3302.49,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019594,Y,Y,NULL,NULL,NULL
,,,19019595,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD -3,685.28 (USD/SGD 1.35820000)",USD/SGD,USD,4053.81,SGD,4053.81,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019595,Y,Y,NULL,NULL,NULL
,,,19019598,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: AUD -3,908.66 (AUD/USD 0.758461)",AUD/USD,AUD,4299.53,USD,4299.53,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",HK,,20160930,19019598,Y,Y,NULL,NULL,NULL
,,,19019602,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD -2,969.02 (AUD/USD 0.75960000)",USD/AUD,USD,3265.92,AUD,3265.92,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019602,Y,Y,NULL,NULL,NULL
,,,19019603,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 16,021.36 (USD/SGD 1.360738)",SGD/USD,SGD,23980.97,USD,23980.97,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",HK,,20160930,19019603,Y,Y,NULL,NULL,NULL
,,,19019607,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD -16,045.4 (USD/SGD 1.35870000)",USD/SGD,USD,17649.94,SGD,17649.94,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019607,Y,Y,NULL,NULL,NULL
,,,19019608,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 7,340.05 (GBP/USD 1.329802)",GBP/USD,GBP,6071.63,USD,6071.63,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",HK,,20160930,19019608,Y,Y,NULL,NULL,NULL
,,,19019611,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: EUR -3,374.98 (EUR/USD 1.115924)",EUR/USD,EUR,3712.48,USD,3712.48,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",HK,,20160930,19019611,Y,Y,NULL,NULL,NULL
,,,19019614,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD -3,771.88 (EUR/USD 1.11760000)",USD/EUR,USD,4149.07,EUR,4149.07,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019614,Y,Y,NULL,NULL,NULL
,,,19019617,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 572.74 (AUD/USD 0.758361)",AUD/USD,AUD,830.76,USD,830.76,"Secured Data",,IN,,Non-Bank,1000,"Private households (1000)",HK,,20160930,19019617,Y,Y,NULL,NULL,NULL
,,,19019618,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD -7,351.08 (GBP/USD 1.33180000)",USD/GBP,USD,8086.19,GBP,8086.19,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019618,Y,Y,NULL,NULL,NULL
,,,19019621,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: AUD 755.24 (AUD/USD 0.75950000)",USD/AUD,USD,630.96,AUD,630.96,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019621,Y,Y,NULL,NULL,NULL
,,,19019624,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD -21,210.17 (USD/HKD 7.742918)",USD/HKD,USD,23331.19,HKD,23331.19,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",HK,,20160930,19019624,Y,Y,NULL,NULL,NULL
,,,19019626,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: HKD -164,228.57 (USD/HKD 7.75455000)",HKD/USD,HKD,180651.43,USD,180651.43,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019626,Y,Y,NULL,NULL,NULL
,,,19019627,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: JPY 812,500 (USD/JPY 103.294825)",USD/JPY,USD,8652.41,JPY,8652.41,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",HK,,20160930,19019627,Y,Y,NULL,NULL,NULL
,,,19019638,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD -10,302.01 (USD/HKD 7.742968)",USD/HKD,USD,11332.21,HKD,11332.21,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",HK,,20160930,19019638,Y,Y,NULL,NULL,NULL
,,,19019642,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 10,286.56 (USD/HKD 7.75460000)",HKD/USD,HKD,87744.99,USD,87744.99,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019642,Y,Y,NULL,NULL,NULL
,,,19019643,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 7,854.04 (USD/JPY 103.45000000)",JPY/USD,JPY,893750.00,USD,893750.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019643,Y,Y,NULL,NULL,NULL
,,,19019646,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD -99,991.43 (USD/HKD 7.742868)",USD/HKD,USD,109990.57,HKD,109990.57,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19019646,Y,Y,NULL,NULL,NULL
,,,19019652,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD -60,600.87 (USD/HKD 7.742868)",USD/HKD,USD,66660.96,HKD,66660.96,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19019652,Y,Y,NULL,NULL,NULL
,,,19019667,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: HKD -774,220.42 (USD/HKD 7.75450000)",HKD/USD,HKD,851642.46,USD,851642.46,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019667,Y,Y,NULL,NULL,NULL
,,,19019668,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 60,509.96 (USD/HKD 7.75450000)",HKD/USD,HKD,516146.95,USD,516146.95,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19019668,Y,Y,NULL,NULL,NULL
,,,19019718,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: EUR -10,469.05 (EUR/CAD 1.432795)",EUR/CAD,EUR,11515.96,CAD,11515.96,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",HK,,20160930,19019718,Y,Y,NULL,NULL,NULL
,,,19020000,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 18,386.64 (USD/SEK 8.55450000)",SEK/USD,SEK,173017.35,USD,173017.35,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,19020000,Y,Y,NULL,NULL,NULL
,,,19020081,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: EUR 10,364.36 (EUR/CAD 1.44726800)",CAD/EUR,CAD,16500.00,EUR,16500.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19020081,Y,Y,NULL,NULL,NULL
,,,19020130,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 202,046.96 (USD/HKD 7.756500)",HKD/USD,HKD,1723894.98,USD,1723894.98,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,19020130,Y,Y,NULL,NULL,NULL
,,,19020158,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: HKD 1,566,975.2 (USD/HKD 7.75550000)",USD/HKD,USD,222251.66,HKD,222251.66,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19020158,Y,Y,NULL,NULL,NULL
,,,19020177,,," ",05.09.16,05.09.16,"Forex Forward","Forex Forward:  (USD/CAD 1.29370000)",USD/CAD,USD,557439.91,CAD,557439.91,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19020177,Y,Y,NULL,NULL,NULL
,,,19021039,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: SGD 27,920 (USD/SGD 1.355443)",USD/SGD,USD,22658.27,SGD,22658.27,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",HK,,20160930,19021039,Y,Y,NULL,NULL,NULL
,,,19021102,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 20,577.83 (USD/SGD 1.35680000)",SGD/USD,SGD,30712.00,USD,30712.00,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19021102,Y,Y,NULL,NULL,NULL
,,,19021858,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: USD 16,542.11 (USD/CHF 0.97760000)",CHF/USD,CHF,17788.73,USD,17788.73,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,19021858,Y,Y,NULL,NULL,NULL
,,,19021890,,," ",05.09.16,05.09.16,"Forex Forward","Forex Forward:  (USD/CAD 1.29150000)",USD/CAD,USD,557069.30,CAD,557069.30,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",HK,,20160930,19021890,Y,Y,NULL,NULL,NULL
,,,19021942,,5242615," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD 336,972.61 (AUD/USD 0.765000)",AUD/USD,AUD,484535.78,USD,484535.78,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",HK,,20160930,19021942,Y,Y,NULL,NULL,NULL
,,,19023911,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: HKD -906.19 (EUR/HKD 8.655966)",HKD/EUR,HKD,996.81,EUR,996.81,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,19023911,Y,Y,NULL,NULL,NULL
,,,19023913,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: GBP 7.3 (GBP/HKD 10.337682)",HKD/GBP,HKD,83.02,GBP,83.02,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,19023913,Y,Y,NULL,NULL,NULL
,,,19023916,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: HKD -3,283.88 (HKD/CHF 0.126314)",HKD/CHF,HKD,3612.27,CHF,3612.27,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,19023916,Y,Y,NULL,NULL,NULL
,,,19023917,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: JPY 49,999 (JPY/HKD 0.075078)",HKD/JPY,HKD,4129.20,JPY,4129.20,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,19023917,Y,Y,NULL,NULL,NULL
,,,19023918,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: SGD 149.31 (SGD/HKD 5.718752)",HKD/SGD,HKD,939.26,SGD,939.26,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,19023918,Y,Y,NULL,NULL,NULL
,,,19023919,,," ",05.09.16,05.09.16,"Forex Spot","Forex Spot: HKD -25,281.18 (USD/HKD 7.755200)",HKD/USD,HKD,27809.30,USD,27809.30,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,19023919,Y,Y,NULL,NULL,NULL
,,,19028276,,," ",06.09.16,06.09.16,"Close Non Deliverable Forward"," (USD/TWD 32.71290000)",TWD/USD,TWD,5659500.00,USD,5659500.00,"Secured Data",,OUT,,Non-Bank,3503,"Other services (3503)",LI,,20160930,19028276,Y,Y,NULL,NULL,NULL
,,,19028277,,," ",06.09.16,06.09.16,"Close Non Deliverable Forward"," (USD/TWD 32.71290000)",TWD/USD,TWD,4383500.00,USD,4383500.00,"Secured Data",,OUT,,Non-Bank,9330,"Investment company",LI,,20160930,19028277,Y,Y,NULL,NULL,NULL
,,,19028278,,," ",06.09.16,06.09.16,"Close Non Deliverable Forward","TWD 5,145,000 (USD/TWD 32.66400000)",USD/TWD,USD,173264.15,TWD,173264.15,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,19028278,Y,Y,NULL,NULL,NULL
,,,19028279,,," ",06.09.16,06.09.16,"Close Non Deliverable Forward","TWD 3,985,000 (USD/TWD 32.66400000)",USD/TWD,USD,134199.74,TWD,134199.74,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",LI,,20160930,19028279,Y,Y,NULL,NULL,NULL
,,,19031342,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: SEK -365.81 (SEK/HKD 0.905362)",SEK/HKD,SEK,402.39,HKD,402.39,XXXXX,,OUT,,Bank,5200,"Banks and securities brokers (acc. to BO) (5200)",#HK,,20160930,19031342,Y,Y,NULL,NULL,NULL
,,,19031881,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: CHF 185,000 (USD/CHF 0.978100)",USD/CHF,USD,208056.43,CHF,208056.43,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031881,Y,Y,NULL,NULL,NULL
,,,19031882,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: SGD 315,931.32 (USD/SGD 1.354900)",USD/SGD,USD,256494.54,SGD,256494.54,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031882,Y,Y,NULL,NULL,NULL
,,,19031883,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: EUR 346,957.19 (EUR/USD 1.117100)",USD/EUR,USD,426344.47,EUR,426344.47,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031883,Y,Y,NULL,NULL,NULL
,,,19031884,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: GBP 356,030.57 (GBP/USD 1.334500)",USD/GBP,USD,522635.08,GBP,522635.08,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031884,Y,Y,NULL,NULL,NULL
,,,19031885,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: JPY 72,533,344 (USD/JPY 103.370000)",USD/JPY,USD,771855.26,JPY,771855.26,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031885,Y,Y,NULL,NULL,NULL
,,,19031886,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: CHF 39,000 (USD/CHF 0.978100)",USD/CHF,USD,43860.54,CHF,43860.54,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031886,Y,Y,NULL,NULL,NULL
,,,19031887,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: SGD 63,686.22 (USD/SGD 1.354900)",USD/SGD,USD,51704.81,SGD,51704.81,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031887,Y,Y,NULL,NULL,NULL
,,,19031888,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -83,030.62 (EUR/USD 1.117100)",USD/EUR,USD,91333.68,EUR,91333.68,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031888,Y,Y,NULL,NULL,NULL
,,,19031889,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: GBP 75,903.31 (GBP/USD 1.334500)",USD/GBP,USD,111422.27,GBP,111422.27,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031889,Y,Y,NULL,NULL,NULL
,,,19031890,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -145,669.93 (USD/JPY 103.370000)",USD/JPY,USD,160236.92,JPY,160236.92,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031890,Y,Y,NULL,NULL,NULL
,,,19031891,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: CHF 82,000 (USD/CHF 0.978100)",USD/CHF,USD,92219.61,CHF,92219.61,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031891,Y,Y,NULL,NULL,NULL
,,,19031892,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -98,827.38 (USD/SGD 1.354900)",USD/SGD,USD,108710.12,SGD,108710.12,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031892,Y,Y,NULL,NULL,NULL
,,,19031893,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -173,841.45 (EUR/USD 1.117100)",USD/EUR,USD,191225.60,EUR,191225.60,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031893,Y,Y,NULL,NULL,NULL
,,,19031894,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -210,475.93 (GBP/USD 1.334500)",USD/GBP,USD,231523.52,GBP,231523.52,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031894,Y,Y,NULL,NULL,NULL
,,,19031895,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: JPY 32,995,382 (USD/JPY 103.370000)",USD/JPY,USD,351116.57,JPY,351116.57,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031895,Y,Y,NULL,NULL,NULL
,,,19031896,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: CHF 63,000 (USD/CHF 0.978100)",USD/CHF,USD,70851.65,CHF,70851.65,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031896,Y,Y,NULL,NULL,NULL
,,,19031897,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -75,681.67 (USD/SGD 1.354900)",USD/SGD,USD,83249.84,SGD,83249.84,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031897,Y,Y,NULL,NULL,NULL
,,,19031898,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: EUR 117,942.15 (EUR/USD 1.117100)",USD/EUR,USD,144928.50,EUR,144928.50,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031898,Y,Y,NULL,NULL,NULL
,,,19031899,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -160,494.24 (GBP/USD 1.334500)",USD/GBP,USD,176543.66,GBP,176543.66,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031899,Y,Y,NULL,NULL,NULL
,,,19031900,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -245,290.13 (USD/JPY 103.370000)",USD/JPY,USD,269819.14,JPY,269819.14,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031900,Y,Y,NULL,NULL,NULL
,,,19031901,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -77,701.67 (USD/CHF 0.978100)",USD/CHF,USD,85471.84,CHF,85471.84,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031901,Y,Y,NULL,NULL,NULL
,,,19031902,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: CHF 277,000 (USD/CHF 0.978100)",USD/CHF,USD,311522.34,CHF,311522.34,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031902,Y,Y,NULL,NULL,NULL
,,,19031903,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -39,873.22 (USD/CHF 0.978100)",USD/CHF,USD,43860.54,CHF,43860.54,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031903,Y,Y,NULL,NULL,NULL
,,,19031904,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -38,850.83 (USD/CHF 0.978100)",USD/CHF,USD,42735.91,CHF,42735.91,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031904,Y,Y,NULL,NULL,NULL
,,,19031905,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -93,037.52 (USD/CHF 0.978100)",USD/CHF,USD,102341.27,CHF,102341.27,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031905,Y,Y,NULL,NULL,NULL
,,,19031906,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: CHF 39,000 (USD/CHF 0.978100)",USD/CHF,USD,43860.54,CHF,43860.54,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,19031906,Y,Y,NULL,NULL,NULL
,,,19031907,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -65,432.98 (USD/CHF 0.978100)",USD/CHF,USD,71976.28,CHF,71976.28,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031907,Y,Y,NULL,NULL,NULL
,,,19031908,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -107,350.99 (USD/CHF 0.978100)",USD/CHF,USD,118086.09,CHF,118086.09,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031908,Y,Y,NULL,NULL,NULL
,,,19031909,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -70,544.93 (USD/CHF 0.978100)",USD/CHF,USD,77599.42,CHF,77599.42,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,19031909,Y,Y,NULL,NULL,NULL
,,,19031910,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: CHF 38,000 (USD/CHF 0.978100)",USD/CHF,USD,42735.91,CHF,42735.91,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031910,Y,Y,NULL,NULL,NULL
,,,19031911,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -54,186.69 (USD/CHF 0.978100)",USD/CHF,USD,59605.36,CHF,59605.36,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,19031911,Y,Y,NULL,NULL,NULL
,,,19031912,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -98,380.86 (USD/SGD 1.354900)",USD/SGD,USD,108218.95,SGD,108218.95,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031912,Y,Y,NULL,NULL,NULL
,,,19031913,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -320,538.79 (USD/SGD 1.354900)",USD/SGD,USD,352592.67,SGD,352592.67,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031913,Y,Y,NULL,NULL,NULL
,,,19031914,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -45,586.49 (USD/SGD 1.354900)",USD/SGD,USD,50145.14,SGD,50145.14,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031914,Y,Y,NULL,NULL,NULL
,,,19031915,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -385,441.16 (USD/CHF 0.978100)",USD/CHF,USD,423985.28,CHF,423985.28,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031915,Y,Y,NULL,NULL,NULL
,,,19031916,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -46,054.62 (USD/SGD 1.354900)",USD/SGD,USD,50660.08,SGD,50660.08,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031916,Y,Y,NULL,NULL,NULL
,,,19031917,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -46,277.21 (USD/SGD 1.354900)",USD/SGD,USD,50904.93,SGD,50904.93,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,19031917,Y,Y,NULL,NULL,NULL
,,,19031918,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: SGD 174,833.51 (USD/SGD 1.354900)",USD/SGD,USD,141941.73,SGD,141941.73,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031918,Y,Y,NULL,NULL,NULL
,,,19031919,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: EUR 144,699.88 (EUR/USD 1.117100)",USD/EUR,USD,177808.66,EUR,177808.66,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031919,Y,Y,NULL,NULL,NULL
,,,19031920,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: SGD 104,523.09 (USD/SGD 1.354900)",USD/SGD,USD,84858.96,SGD,84858.96,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031920,Y,Y,NULL,NULL,NULL
,,,19031921,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -115,850.96 (USD/SGD 1.354900)",USD/SGD,USD,127436.06,SGD,127436.06,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031921,Y,Y,NULL,NULL,NULL
,,,19031922,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -87,431.63 (USD/SGD 1.354900)",USD/SGD,USD,96174.79,SGD,96174.79,"Secured Data",,OUT,,Non-Bank,1000,"Private households (1000)",SG,,20160930,19031922,Y,Y,NULL,NULL,NULL
,,,19031923,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: USD -81,941.28 (EUR/USD 1.117100)",USD/EUR,USD,90135.41,EUR,90135.41,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031923,Y,Y,NULL,NULL,NULL
,,,19031924,,," ",06.09.16,06.09.16,"Forex Spot","Forex Spot: SGD 61,000.04 (USD/SGD 1.354900)",USD/SGD,USD,49523.98,SGD,49523.98,"Secured Data",,OUT,,Non-Bank,4650,"Trusts where the beneficial holder is a natural person",SG,,20160930,19031924,Y,Y,NULL,NULL,NULL
